Année;Championnat;Bassin;Code_Course;Type_Finale;Position;Temps;Club;Club_1;Club_2;Club_3;Club_4;Rameur_1;Rameur_2;Rameur_3;Rameur_4;Rameur_5;Rameur_6;Rameur_7;Rameur_8;Barreur
2022;LONGUE DISTANCE;Mâcon;U19F8+;FB;9.0;33:38.32;Societe des Regates Maconnaises;SOCIETE DES REGATES MACONNAISES;;;;Lola CORTAMBERT;Charline CATHERIN;Madina YSSOUFA;Loane CRUZ;Cassandre DEGUISNE;Andrea BUGNANO;Janelle ECHALLIER;Margo TRONCHON;Mathilde VARNET
2014;MER;Arcachon;U19F2x;Finale;2.0;33:38.46;Rowing Club Marseille;ROWING CLUB MARSEILLE;;;;Adrien REBELLE;Loic AREVALO;Lola MARTO;Marianne GILLES;;;;;Yves REBELLE
2014;MER;Arcachon;MC4+;FA;2.0;33:38.46;Rowing Club Marseille;ROWING CLUB MARSEILLE;;;;Adrien REBELLE;Loic AREVALO;Lola MARTO;Marianne GILLES;;;;;Yves REBELLE
2023;LONGUE DISTANCE;Mâcon;MCH2x;FB;12.0;33:38.50;MARIGNANE CMS;CLUB MARIGNANAIS DES SPORTS D'AVIRON;;;;Frederic CAMPANELLI;Nicolas BONTOUX;;;;;;;
2022;MER;Agde;SF2x;FA;11.0;33:38.71;Aviron Club de Cassis;AVIRON CLUB DE CASSIS;;;;Florence DEBISE;Isabelle PONCET;;;;;;;
2018;MER;Plougonvelin;SH1x;FB;2.0;33:38.90;Societe Nautique de la Baie de Saint-Malo;SOCIETE NAUTIQUE DE LA BAIE DE SAINT MALO;;;;Philippe ROSQUIN;;;;;;;;
2023;LONGUE DISTANCE;Mâcon;MEM8+ 50%H/F;FA;6.0;33:38.96;Aviron du Pays de Fontainebleau;AVIRON DU PAYS DE FONTAINEBLEAU;;;;Flore VILLARET;Jacqueline GALLO;Bernadette PICKERING;Sandrine DEHAY;Bill PICKERING;Siva NAGAPATTINAM KASI;Christian ACARD;Nicolas SERVANT;Alix DE SAULNAY
2025;LONGUE DISTANCE;Mâcon;MCH4x;FC;18.0;33:39.06;Societe Nautique d'Avignon;SOCIETE NAUTIQUE D'AVIGNON;;;;Ignace DE MONTGOLFIER;Jean Paul FAUGIER;Bruno DESCAMPS;Frederic ROBETTE;;;;;
2025;LONGUE DISTANCE;Mâcon;MCH4-;FA;6.0;33:39.14;Aviron Toulousain;AVIRON TOULOUSAIN;;;;Charles GOUGEON;Romain LIEBER;Thomas SCHEER;Christophe JEANTON;;;;;
2025;LONGUE DISTANCE;Mâcon;MCH2x;FC;13.0;33:39.84;Aviron Valentinois;AVIRON VALENTINOIS;;;;Damien PARAT;Cedric DETURCHE;;;;;;;
2012;MER;Lorient;U19F2x;Finale;6.0;33:39.89;Aviron Arcachonnais;AVIRON ARCACHONNAIS;;;;Martin FLEURY;Clement HAECK;Jean Michel LACAULE;Pierre BERNOLLE;;;;;Cecilie ROQUES
2012;MER;Lorient;U19H2x;Finale;6.0;33:39.89;Aviron Arcachonnais;AVIRON ARCACHONNAIS;;;;Martin FLEURY;Clement HAECK;Jean Michel LACAULE;Pierre BERNOLLE;;;;;Cecilie ROQUES
2012;MER;Lorient;U19H4+;FA;6.0;33:39.89;Aviron Arcachonnais;AVIRON ARCACHONNAIS;;;;Martin FLEURY;Clement HAECK;Jean Michel LACAULE;Pierre BERNOLLE;;;;;Cecilie ROQUES
2016;MER;Menton;SF2x;FA;16.0;33:39.90;Aviron Toulonnais;AVIRON TOULONNAIS;;;;Magali HOEHN;Sophie JACQUOT;;;;;;;
2025;LONGUE DISTANCE;Mâcon;MCH4x;FD;19.0;33:40.00;Cercle Nautique des Regates Remoises;CERCLE NAUTIQUE DES REGATES REMOISES;;;;Benoit LAVINAUD;Julien MOUCHETTE;Benoit JARLOT;Francoisdenis DESGORCES;;;;;
2025;LONGUE DISTANCE;Mâcon;U19H2x;FB;11.0;33:40.14;Societe des Regates Rennaises;SOCIETE DES REGATES RENNAISES;;;;Pierre BLAISE;Antoine HENRIO;;;;;;;
2024;MER;Dunkerque;M40H4x+;FA;17.0;33:40.53;Gravelines Aviron;GRAVELINES AVIRON;;;;Frederic MATAGNE;Vincent VANDAMME;Luc SILLY;Geoffrey DENOLF;;;;;Victoire SIBILLE
2024;MER;Dunkerque;SH2x HV PR Crit;Finale;7.0;33:40.57;Saint Nazaire Olympique Sportif Aviron;SAINT NAZAIRE OLYMPIQUE SPORTIF AVIRON;;;;Laurent ELOY;Sylvie THUILLIER;Liliane LEGROS;Yves LEMOR;;;;;Margaux BRIAND
2024;MER;Dunkerque;SM2x HV PR3-ID Crit 50%H/50%F;Finale;7.0;33:40.57;Saint Nazaire Olympique Sportif Aviron;SAINT NAZAIRE OLYMPIQUE SPORTIF AVIRON;;;;Laurent ELOY;Sylvie THUILLIER;Liliane LEGROS;Yves LEMOR;;;;;Margaux BRIAND
2024;MER;Dunkerque;SM4x+ SHt 1H/1F;FA;7.0;33:40.57;Saint Nazaire Olympique Sportif Aviron;SAINT NAZAIRE OLYMPIQUE SPORTIF AVIRON;;;;Laurent ELOY;Sylvie THUILLIER;Liliane LEGROS;Yves LEMOR;;;;;Margaux BRIAND
2023;LONGUE DISTANCE;Mâcon;SH4x;FB;12.0;33:40.60;Ass.Sportive Corbeil-Essonnes Aviron 91;ASSOCIATION SPORTIVE CORBEIL ESSONNES AVIRON;;;;Vincent CADIOT;Aurelien ROUSSEY;Romain FERRAND;Marc LOREA;;;;;
2023;MER;Brest;M40H1x;FA;9.0;33:40.67;Club d'Aviron de Mauguio Carnon;CLUB D'AVIRON DE MAUGUIO CARNON;;;;Christian ROBICHON;;;;;;;;
2026;LONGUE DISTANCE;Mâcon;MEF2x;FB;8.0;33:40.97;Rowing Club Vallee de l'Ain;ROWING CLUB VALLEE DE L'AIN;;;;Sabine ANDUJAR;Brigitte ANDRIEU;;;;;;;
2023;LONGUE DISTANCE;Mâcon;MEH4x;FC;15.0;33:41.45;Club LEO Lagrange Armentieres;CLUB LEO LAGRANGE ARMENTIERES;;;;Eric CHERIGIE;Jean-Luc DEKEYSER;Pol LEULIER;Bernard DUHOO;;;;;
2025;LONGUE DISTANCE;Mâcon;MCH2x;FC;14.0;33:41.45;Club Nautique de Laval;CLUB NAUTIQUE DE LAVAL;;;;Arnaud AFFAGARD;Benoit DUGUE;;;;;;;
2025;MER;Aix-Les Bains;SF1x;FA;11.0;33:41.45;Club des Sports Nautiques de Brive;CLUB DES SPORTS NAUTIQUES DE BRIVE;;;;Eilean CAZELLES;;;;;;;;
2019;MER;Dieppe;SH1x;FB;3.0;33:41.64;Ass Nautique des Communes du Pays de Vitre;ASS NAUTIQUE DES COMMUNES DU PAYS DE VITRE;;;;Jean-Christophe LE NY;;;;;;;;
2021;MER;Port-Camargue (Grau du Roi);SH2x;FB;15.0;33:41.67;Aviron Toulonnais;AVIRON TOULONNAIS;;;;Ivan ROYER DE LA BASTIE;Gerard VAISSE;;;;;;;
2023;LONGUE DISTANCE;Mâcon;MCM4x 50%H/F;FA;5.0;33:41.70;Aviron Grenoblois;AVIRON GRENOBLOIS;;;;Helene JEGOU;David Albert BILLIOTTE;Justine CUINAT;Olivier FRANIATTE;;;;;
2025;LONGUE DISTANCE;Mâcon;SH4x;FC;15.0;33:41.80;Aviron Club Biterrois;AVIRON CLUB BITERROIS;;;;Gabin VERNIQUE MICHEL;Guilhem LE MASLE;Mathieu TRINCA;Mickael LOPEZ;;;;;
2023;LONGUE DISTANCE;Mâcon;MEH4x;FC;16.0;33:42.10;Cercle Nautique de France;CERCLE NAUTIQUE DE FRANCE;;;;Jacques-Antoine SCHAEFER;Nathan JOUBERT;Robert MOURRAL;Jean Marc BASTIN;;;;;
2018;MER;Plougonvelin;SF4x+;FA;9.0;33:42.11;Cercle Aviron de Nantes;CERCLE AVIRON DE NANTES;;;;Florence MOLINIE;Dominique GUINAUDEAU;Caroline MORICEAU;Sandrine GAUTHIER;;;;;Sophie GAUTIER-GUYON
2016;MER;Menton;SF1x;FA;12.0;33:42.18;Club d'Aviron de Paluden;CLUB D'AVIRON DE PALUDEN;;;;Michaela BOUZOUD;;;;;;;;
2025;LONGUE DISTANCE;Mâcon;SH4-;FB;10.0;33:42.20;Aviron Union Nautique de Lille;AVIRON UNION NAUTIQUE DE LILLE;;;;Loic GOCHON;Antoine VASSEUR;Thibault CONSTANT;Gauvain THERY;;;;;
2013;MER;Thonon les Bains;SH2x;FA;1.0;33:42.42;Rowing Club Marseille;ROWING CLUB MARSEILLE;;;;Julien GAZAIX;Remy TARANTO;;;;;;;
2014;MER;Arcachon;U19F2x;Finale;3.0;33:42.73;Aviron du Scorff;AVIRON DU SCORFF;;;;Hugo LE DIORE;Arthur LE GAL;Marie PERRIN;Cecilia HOMPS;;;;;Quentin CARRETEY
2014;MER;Arcachon;MC4+;FA;3.0;33:42.73;Aviron du Scorff;AVIRON DU SCORFF;;;;Hugo LE DIORE;Arthur LE GAL;Marie PERRIN;Cecilia HOMPS;;;;;Quentin CARRETEY
2022;LONGUE DISTANCE;Mâcon;MCH4x;FB;12.0;33:42.92;Sport Nautique de Nancy;SPORT NAUTIQUE DE NANCY;;;;Freddy HAILLANT;Stephane LITTAYE;Jean Philippe NAU;Philippe BOUTON;;;;;
2018;MER;Plougonvelin;SF2x;FA;3.0;33:43.16;Association Sportive de Fontaine;ASSOCIATION SPORTIVE DE FONTAINE;;;;Solenne HAMON;Sabine DA DALT;;;;;;;
2025;LONGUE DISTANCE;Mâcon;SH4x FFSU;FA;2.0;33:43.61;AS ISAE Supaero;AS ISAE SUPAERO;;;;Alexandre FESSARD;Simon BAUER;Victor JACQUIN;Iban Amauri AGIRRE MOSQUERA;;;;;
2023;LONGUE DISTANCE;Mâcon;MEH2x;FA;5.0;33:43.62;Elan Nautique Coudekerquois-Section Aviron;ELAN NAUTIQUE COUDEKERQUOIS SECTION AVIRON;;;;Gerard COUSIN;Herve TIELIE;;;;;;;
2023;LONGUE DISTANCE;Mâcon;MEH2x;FA;6.0;33:43.63;Societe Nautique de la Basse Seine;SOCIETE NAUTIQUE DE LA BASSE SEINE;;;;Vincent BERGER;Stephane BAYON DE NOYER;;;;;;;
2019;MER;Dieppe;SH2x;FB;15.0;33:43.63;Club d'Aviron de Mer Barneville Carteret;CLUB D'AVIRON DE MER BARNEVILLE CARTERET;;;;Pierre MARGUERIE;Sebastien LAPERE;;;;;;;
2023;LONGUE DISTANCE;Mâcon;MEH2x;FB;7.0;33:43.89;Beaumont Aviron;BEAUMONT AVIRON;;;;Bernard PASDELOUP;Patrick LARDIERE;;;;;;;
2018;MER;Plougonvelin;SH1x;FA;3.0;33:44.23;Aviron Beaucaire;AVIRON BEAUCAIRE;;;;Julien HOUSSET;;;;;;;;
2025;LONGUE DISTANCE;Mâcon;U19H2x;FB;12.0;33:45.03;Club des Sports Annecy-le-Vieux;CLUB DES SPORTS ANNECY LE VIEUX;;;;Ryan TURPIN;Raphael KANDIN;;;;;;;
2021;MER;Port-Camargue (Grau du Roi);SH2x;FA;15.0;33:45.18;Aviron Club du Bassin de Thau;AVIRON CLUB DU BASSIN DE THAU;;;;Anthony LEGEAY;Alexandre RUBIN;;;;;;;
2014;MER;Arcachon;U19F2x;Finale;4.0;33:45.90;Aviron Beaucaire;AVIRON BEAUCAIRE;;;;Elena ZEDDA;Clementine CORONAT;Eloi CONTANT;Luigi BOMMARITO;;;;;Stephanie CHANTRY
2014;MER;Arcachon;MC4+;FA;4.0;33:45.90;Aviron Beaucaire;AVIRON BEAUCAIRE;;;;Elena ZEDDA;Clementine CORONAT;Eloi CONTANT;Luigi BOMMARITO;;;;;Stephanie CHANTRY
2022;LONGUE DISTANCE;Mâcon;U19F4x;FA;2.0;33:45.92;Aviron Club de Lyon-Caluire;AVIRON CLUB DE LYON CALUIRE;;;;Josephine BONNET;Louise BARRAGO;Gabrielle CADON;Louise PALMER;;;;;
2018;MER;Plougonvelin;SH2x;FB;9.0;33:46.10;Aviron de Mer de Plougonvelin;AVIRON DE MER DE PLOUGONVELIN;;;;Stephane LE SAOS;Raphael PRESEAU;;;;;;;
2014;MER;Arcachon;SH4+;FB;8.0;33:46.34;Cherbourg Club Aviron de Mer;CHERBOURG CLUB AVIRON DE MER;;;;Patrick PAQUEREAU;Stephane BELHOMME;Denis FONTAINE;Christophe LAMOUR;;;;;Paul CAUCHON-JEAN
2017;MER;Marseille;SH4+;FA;1.0;33:46.61;Societe Nautique de Monaco;SOCIETE NAUTIQUE DE MONACO;;;;Ludovic DUBUIS;Mathieu MANSANAREZ;William ADER;Mathieu MONFORT;;;;;Coline CAUSSIN
2021;MER;Port-Camargue (Grau du Roi);SM2x 50%H/F;FB;;33:46.80;Aviron Arcachonnais;AVIRON ARCACHONNAIS;;;;Sidonie FACQUEZ;Philippe TAUPY;;;;;;;
2022;MER;Agde;SF1x;FA;4.0;33:47.22;Aviron Beaucaire;AVIRON BEAUCAIRE;;;;Stephanie CHANTRY;;;;;;;;
2022;LONGUE DISTANCE;Mâcon;MCH2x;FA;5.0;33:47.51;Aviron Strasbourg 1881;AVIRON STRASBOURG 1881;;;;Aleksandr KORNIYCHUK;Thomas DURR;;;;;;;
2024;MER;Dunkerque;M40H1x;FA;5.0;33:47.74;Aviron Setois;AVIRON SETOIS;;;;Maxime DALMON;;;;;;;;
2023;LONGUE DISTANCE;Mâcon;U19H2x;FB;12.0;33:47.75;Cercle Nautique de Talloires;CERCLE NAUTIQUE DE TALLOIRES;;;;Maxim LYARET;Yanis MAIRECHE;;;;;;;
2023;LONGUE DISTANCE;Mâcon;U19F4x;FA;6.0;33:47.97;Societe des Regates Maconnaises;SOCIETE DES REGATES MACONNAISES;;;;Celya SBAI;Cleo CORNAZ;Romane KLEMENT;Caroline CHAMBARD;;;;;
2025;MER;Aix-Les Bains;M40M2x 50%H/F;FA;28.0;33:48.00;Club Nautique de Nogent;CLUB NAUTIQUE DE NOGENT;;;;Chrystelle SUPIOT;Nicolas BURCKHART;;;;;;;
2025;LONGUE DISTANCE;Mâcon;U19F4-;FA;3.0;33:48.25;Club de l'Aviron de Vichy;CLUB DE L'AVIRON DE VICHY;;;;Zoe BENOIT;Orianna DEVERNOIS;Elsa FORAY;Anna CARLETTI;;;;;
2025;MER;Aix-Les Bains;M40F1x;FA;1.0;33:48.29;Aviron Club du Bassin de Thau;AVIRON CLUB DU BASSIN DE THAU;;;;Elisabeth DYSKIEWICZ;;;;;;;;
2023;LONGUE DISTANCE;Mâcon;MCH4x;FC;13.0;33:48.61;Club Nautique de Chateau-Gontier Aviron;CLUB NAUTIQUE DE CHATEAU GONTIER AVIRON;;;;Emmanuel JONCHERE;Eric LEFEVRE;Guillaume LAINE;Gabriel MORIN;;;;;
2023;LONGUE DISTANCE;Mâcon;MCH2x;FC;13.0;33:48.70;Club d'Aviron du Sud Gresivaudan;CLUB D'AVIRON DU SUD GRESIVAUDAN;;;;Christian RIVIER;Cedric MOCELLIN;;;;;;;
2017;MER;Marseille;SH4x+;FA;5.0;33:49.09;Aviron Arcachonnais;AVIRON ARCACHONNAIS;;;;Adam CARUS;Pierre BERNOLLE;Sebastien CLERT;Sebastien THIRY;;;;;Isabelle CARUS
2025;LONGUE DISTANCE;Mâcon;MEH4x;FB;10.0;33:49.21;Cercle Aviron de Nantes;CERCLE AVIRON DE NANTES;;;;Remi MOREAU;Vincent LEPVRAUD;Joel ROSENFELD;Nicolas MARIOT;;;;;
2019;MER;Dieppe;SH4x+;FB;19.0;33:49.53;Aviron Varenne Cote d'Albatre;AVIRON VARENNE COTE D'ALBATRE;;;;Kamel MACRE;Philippe LEROY;Mar RABOURDIN;Bruno RANNOU;;;;;Gerard ROC
2022;LONGUE DISTANCE;Mâcon;SH2x;FC;18.0;33:49.71;Aviron Decinois;AVIRON DECINOIS;;;;Marlo JIMENEZ;Noe LAPERRIERE;;;;;;;
2018;MER;Plougonvelin;SF4x+;FA;10.0;33:49.82;Aviron Club 233;AVIRON CLUB 233;;;;Eva ELIETTE;Severine COLLIN;Larissa LAMBERT;Claire BASTARDOZ;;;;;Murielle THERMED
2022;MER;Agde;SH1x;FA;18.0;33:49.91;Aviron Arcachonnais;AVIRON ARCACHONNAIS;;;;Philippe TAUPY;;;;;;;;
2023;LONGUE DISTANCE;Mâcon;MCH2x;FC;14.0;33:50.22;Societe des Regates Rennaises;SOCIETE DES REGATES RENNAISES;;;;Hadi BOUKHATMI;Michel MORVAN;;;;;;;
2022;LONGUE DISTANCE;Mâcon;U19F4x;FA;3.0;33:50.53;Aviron Union Nautique de Villefranche;AVIRON UNION NAUTIQUE DE VILLEFRANCHE;;;;Alizee LAPIERRE;Elea BOYER-GRECO;Laura CANITROT;Jeanne BOCHARD;;;;;
2024;MER;Dunkerque;M40F4x+;FA;22.0;33:51.01;Aviron Club du Bassin de Thau;AVIRON CLUB DU BASSIN DE THAU;;;;Dominique AMADEI;Carole TRON;Catherine HORB;Isabelle SALABERT;;;;;Anthony LEGEAY
2024;MER;Dunkerque;SF4x+;Finale;22.0;33:51.01;Aviron Club du Bassin de Thau;AVIRON CLUB DU BASSIN DE THAU;;;;Dominique AMADEI;Carole TRON;Catherine HORB;Isabelle SALABERT;;;;;Anthony LEGEAY
2022;LONGUE DISTANCE;Mâcon;U19F4x;FA;4.0;33:51.15;Cercle de l'Aviron de Chalon sur Saone;CERCLE DE L'AVIRON DE CHALON SUR SAONE;;;;Ilona DARGEGEN;Romane DHOUTAUT;Marie-Sarah FOURGEOT;Tiphaine VENOT;;;;;
2022;MER;Agde;SH2x;FB;12.0;33:51.30;Aviron Mezois;AVIRON MEZOIS;;;;Emmanuel ALBERT;Dominique LANOY;;;;;;;
2019;MER;Dieppe;U19F4x+;FA;7.0;33:51.45;Aviron Setois;AVIRON SETOIS;;;;Camille BEQUEREL;Julie JUGE;Lison PLANTAVID;Caroline OUDOT;;;;;Oceane FERRANDO
2022;LONGUE DISTANCE;Mâcon;U19F8+;FB;10.0;33:51.47;Societe Nautique de Monaco;SOCIETE NAUTIQUE DE MONACO;;;;Juliette RAIMONDO;Jacobine ANDRIESSEN;Josefine EHLEN;Pauline FILC;Ginevra GUGLIELMI;Valentine VINCENOT;Martina Michelle SGARBI;Chiara DONATO;Juliette VINCENOT
2025;LONGUE DISTANCE;Mâcon;MCH4x;FD;20.0;33:51.67;Sport Nautique Bisontin;SPORT NAUTIQUE BISONTIN;;;;Federico TAJARIOL;Jeanmarc SASSOLAS;Franck ALARCON;Nicolas GAUDILLIERE;;;;;
2024;MER;Dunkerque;U17M4x+ 50%H/50%F;Finale;21.0;33:51.93;Club Nautique Dieppois;CLUB NAUTIQUE DIEPPOIS;;;;Simon HOLLEY;Ferdinand THIBOUS;Adele DUPONT;Camille DEHAME;;;;;Coline AMELIN
2024;MER;Dunkerque;U19M4x+ 50%H/50%F;FA;21.0;33:51.93;Club Nautique Dieppois;CLUB NAUTIQUE DIEPPOIS;;;;Simon HOLLEY;Ferdinand THIBOUS;Adele DUPONT;Camille DEHAME;;;;;Coline AMELIN
2024;MER;Dunkerque;M40H1x;FA;6.0;33:51.97;Societe Nautique de Lagny;SOCIETE NAUTIQUE DE LAGNY;;;;Eric DUPONT;;;;;;;;
2022;LONGUE DISTANCE;Mâcon;U19F4x;FA;5.0;33:51.98;Societe Nautique de Monaco;SOCIETE NAUTIQUE DE MONACO;;;;Juliette RAIMONDO;Jacobine ANDRIESSEN;Josefine EHLEN;Juliette VINCENOT;;;;;
2025;LONGUE DISTANCE;Mâcon;SF4x;FC;13.0;33:51.99;Aviron Grenoblois;AVIRON GRENOBLOIS;;;;Anais GENIN;Kirstin WILSON;Annegabrielle VILLARD;Amina SAIDI;;;;;
2021;MER;Port-Camargue (Grau du Roi);SH1x;FB;3.0;33:52.05;Etoile Nautique de l'Oise;ETOILE NAUTIQUE DE L'OISE;;;;Steven DOISY;;;;;;;;
2022;LONGUE DISTANCE;Mâcon;U19H2x;FB;8.0;33:52.09;Sport Nautique d'Amiens;SPORT NAUTIQUE D'AMIENS;;;;Thomas HODIN;Mathurin MADDALONI;;;;;;;
2022;LONGUE DISTANCE;Mâcon;MEH4-;FA;1.0;33:52.27;Club Nautique de Chateau-Gontier Aviron;CLUB NAUTIQUE DE CHATEAU GONTIER AVIRON;;;;Philippe ROCHER;Eric PAILLARD;Thierry PURET;Frederic BILLE;;;;;
2025;MER;Aix-Les Bains;M40H1x;FA;11.0;33:52.31;Cercle de l'Aviron de Saint-Chamas;CERCLE DE L'AVIRON DE SAINT CHAMAS;;;;Raphael GRISEL;;;;;;;;
2023;LONGUE DISTANCE;Mâcon;MEH4x;FC;17.0;33:52.82;Aviron Cadurcien;AVIRON CADURCIEN;;;;Jean Jacques CAPELLE;Jean MATEO;Jean Paul SABLE;Yves MAS;;;;;
2015;MER;Rivedoux - île de Ré - La Rochelle;U19H4x/+;FA;10.0;33:52.84;Aviron Beaucaire;AVIRON BEAUCAIRE;;;;Eloi CONTANT;Clément TRICHET;Clement JUST;Luigi BOMMARITO;;;;;Francois-Regis RIBES
2018;MER;Plougonvelin;SF2x;FA;4.0;33:52.86;Club Nautique de Chambery le Bourget;CLUB NAUTIQUE DE CHAMBERY LE BOURGET;;;;Marion MINIGGIO;Clarisse BAILLEUX;;;;;;;
2021;MER;Port-Camargue (Grau du Roi);SM2x 50%H/F;FA;6.0;33:52.99;Club d'Aviron de Mer de la Rochelle;CLUB D'AVIRON DE MER DE LA ROCHELLE;;;;Celine LAVALLE;Denis RABUSSIER;;;;;;;
2021;MER;Port-Camargue (Grau du Roi);SM2x PR3 1H/1F;Finale;6.0;33:52.99;Club d'Aviron de Mer de la Rochelle;CLUB D'AVIRON DE MER DE LA ROCHELLE;;;;Celine LAVALLE;Denis RABUSSIER;;;;;;;
2021;MER;Port-Camargue (Grau du Roi);SM2x PR3-ID BC 1H/1F;Finale;6.0;33:52.99;Club d'Aviron de Mer de la Rochelle;CLUB D'AVIRON DE MER DE LA ROCHELLE;;;;Celine LAVALLE;Denis RABUSSIER;;;;;;;
2021;MER;Port-Camargue (Grau du Roi);SM2x PR3-ID CD 1H/1F;Finale;6.0;33:52.99;Club d'Aviron de Mer de la Rochelle;CLUB D'AVIRON DE MER DE LA ROCHELLE;;;;Celine LAVALLE;Denis RABUSSIER;;;;;;;
2022;MER;Agde;SH1x;FB;7.0;33:53.04;Etoile Nautique de l'Oise;ETOILE NAUTIQUE DE L'OISE;;;;Cedric LEMOINE;;;;;;;;
2025;LONGUE DISTANCE;Mâcon;MCH4-;FB;7.0;33:53.22;Universite de Nantes Aviron;UNIVERSITE DE NANTES AVIRON;;;;Florent BERCHET;Thibaut TINCELIN;Stephane DOUDET;Anthony PAGOT;;;;;
2023;LONGUE DISTANCE;Mâcon;MEH2x;FB;8.0;33:53.49;Martigues Aviron Club;MARTIGUES AVIRON CLUB;;;;Jean-Pierre FOUCAULT;Franck SCHMID;;;;;;;
2023;LONGUE DISTANCE;Mâcon;MEH4x;FC;18.0;33:53.58;Sport Nautique Compiegnois;SPORT NAUTIQUE COMPIEGNOIS;;;;Patrick MASSON;Philippe GAY;Patrick PETITPAS;Dominique PETITPAS;;;;;
2021;MER;Port-Camargue (Grau du Roi);SH2x;FA;16.0;33:53.88;Sporting Dunkerquois;SPORTING DUNKERQUOIS;;;;Gauthier DECOOL;Alexis FREVILLE;;;;;;;
2021;MER;Port-Camargue (Grau du Roi);SH1x;FB;4.0;33:53.98;Club Nautique de Limoges;CLUB NAUTIQUE DE LIMOGES;;;;Samuel JUGE;;;;;;;;
2019;MER;Dieppe;SM2x 50%H/F;FA;13.0;33:54.09;Aviron Club du Lac d'Aiguebelette;AVIRON CLUB DU LAC D'AIGUEBELETTE;;;;Margaux BAETCHE;Florent COURT FORTUNE;;;;;;;
2019;MER;Dieppe;SM2x PR3 50%H/50%F;Finale;13.0;33:54.09;Aviron Club du Lac d'Aiguebelette;AVIRON CLUB DU LAC D'AIGUEBELETTE;;;;Margaux BAETCHE;Florent COURT FORTUNE;;;;;;;
2016;MER;Menton;SF2x;FA;17.0;33:54.21;Club Marignanais des Sports d'Aviron;CLUB MARIGNANAIS DES SPORTS D'AVIRON;;;;Laurene BOUCHE;Nathalie PERRIN;;;;;;;
2022;LONGUE DISTANCE;Mâcon;MCF8+;FA;1.0;33:54.37;Aviron Majolan;AVIRON MAJOLAN;;;;Dominique VINCENT GENOD;Elsa Julie COMPAGNON;Morgane PEGAZ FIORNET;Florence SAVOYE;Audrey GINISTY;Marie Angelique BAILLET;Cecile BECARIE;Odette FRERING;Isabelle PAILLET
2022;MER;Agde;SM2x PR3 50%H/50%F;FA;2.0;33:54.42;Club Nautique de Libourne 1876;CLUB NAUTIQUE DE LIBOURNE;;;;Pierre GAS;Anne Cecile PIQUOT;;;;;;;
2022;MER;Agde;SM2x PR3-ID BC-CD Crit 50%H/50%F;Finale;2.0;33:54.42;Club Nautique de Libourne 1876;CLUB NAUTIQUE DE LIBOURNE;;;;Pierre GAS;Anne Cecile PIQUOT;;;;;;;
2025;LONGUE DISTANCE;Mâcon;SH4-;FB;11.0;33:54.80;Aviron Toulousain;AVIRON TOULOUSAIN;;;;Clement ARAKELIAN;Gregoire CHARLES;Guillaume NAHOUM BOUZIGNAC;Hadrien GODE;;;;;
2015;MER;Rivedoux - île de Ré - La Rochelle;SF4x/+;FA;4.0;33:55.06;Societe Nautique de la Haute Seine;SOCIETE NAUTIQUE DE LA HAUTE SEINE;;;;Camille DUFOUR;Eve-Angelique MOYTIER;Cyrielle BENETEAU;Tatiana GRICOURT;;;;;Isabelle GILBERT
2021;MER;Port-Camargue (Grau du Roi);SH2x;FB;16.0;33:55.33;Aviron Club du Bassin de Thau;AVIRON CLUB DU BASSIN DE THAU;;;;Jean Michel RIHN;Didier FERRIER;;;;;;;
2012;MER;Lorient;U19F2x;Finale;7.0;33:55.47;Societe Havraise de l'Aviron;SOCIETE HAVRAISE DE L'AVIRON;;;;Benjamin LEROUX;Maxime MAILLARD;Nabil SELLAMI;Alexis LEVERT;;;;;Virginia CANUEL
2012;MER;Lorient;U19H2x;Finale;7.0;33:55.47;Societe Havraise de l'Aviron;SOCIETE HAVRAISE DE L'AVIRON;;;;Benjamin LEROUX;Maxime MAILLARD;Nabil SELLAMI;Alexis LEVERT;;;;;Virginia CANUEL
2012;MER;Lorient;U19H4+;FA;7.0;33:55.47;Societe Havraise de l'Aviron;SOCIETE HAVRAISE DE L'AVIRON;;;;Benjamin LEROUX;Maxime MAILLARD;Nabil SELLAMI;Alexis LEVERT;;;;;Virginia CANUEL
2023;MER;Brest;SH1x;FB;4.0;33:56.06;Aviron Beaucaire;AVIRON BEAUCAIRE;;;;Zakaria BOUZID-DAHO;;;;;;;;
2023;LONGUE DISTANCE;Mâcon;MEM8+ 50%H/F;FB;7.0;33:56.32;Aviron du Pays de Fontainebleau;AVIRON DU PAYS DE FONTAINEBLEAU;;;;Xavier WAFFLARD;Jean-Marie PEIROLO;Bruno DUFOUR;Jean-Paul ZUCCA;Martine VALERY;Sandrine AUGUSTE-SAGET;Claudine TABET;Nathalie RAMEIX;Valerie MALAINGRE
2023;LONGUE DISTANCE;Mâcon;U19H2x;FC;13.0;33:56.35;Aviron Valentinois;AVIRON VALENTINOIS;;;;Eymeric PIOCH;Mael SAINVILLE;;;;;;;
2022;MER;Agde;SF4x+;FA;13.0;33:56.38;Societe Nautique de la Baie de Saint-Malo;SOCIETE NAUTIQUE DE LA BAIE DE SAINT MALO;;;;Benedicte SIMON;Julie CORLER;Tiphaine MANAC'H;Blandine LEGOUAIS;;;;;Patrick LENA
